texto;class
"Repórter da Globo leva susto ao ser interrompida ao vivo com gritos de 'fora Bolsonaro'; veja (via @sitef5)

https://t.co/TJ7RTIjitu";teste
RT @JoanaCunhaO: Painel S.A.: Heineken faz recall de garrafa que pode soltar lasca de vidro https://t.co/HJFwarXwQM;teste
"Repórteres da Veja que apuravam morte de miliciano são detidos pela polícia da Bahia (@folha_poder)

https://t.co/ucSdwshRVR";teste
Bom dia, esta é a capa da #folha deste sábado (15). Acesse https://t.co/OUrEFevL3e para ler mais. #folhadespaulo #fsp https://t.co/MpTJxT1TmJ;teste
Sem notícias há quase um mês, família faz plantão à espera de deportados em MG https://t.co/JqOI4jcZR4;teste
Honda anuncia primeiro acidente fatal provocado por airbag no Brasil https://t.co/egHskVZCzv;teste
1970: Papa pede a brasileiros o fim da injustiça socioeconômica desumana https://t.co/NYFLTZsoxs;teste
PT admite desvantagem para a direita e busca reforçar comunicação https://t.co/di8ZtR8BPQ;teste
Negócios à parte https://t.co/DAuDQIxtfq;teste
Contra histórico de fracassos, CBF tenta emplacar nova Supercopa https://t.co/W1EEciHwDn;teste
Da lavra de Bolsonaro https://t.co/jYNFnvLZP7;teste
Justiça inocenta vereador por compartilhar montagem que comparou Doria a Hitler https://t.co/SwTNW0LDR9;teste
Habilidade política de Itamar Franco contribuiu para sucesso do Plano Real https://t.co/8S0yBAMQ3D;teste
Documentário traz bastidores de 'Roma', premiado no Oscar de 2019 https://t.co/vnq7JRFoPY;teste
Para promover a tolerância, Biblioteca Humana transforma pessoas em livros na Dinamarca https://t.co/z4wGywvvIu;teste
Leitora pergunta como Bolsonaro esperava que sua família não seria 'atacada' https://t.co/HVTQlazrKL;teste
Mercado já vê crescimento de 2% em 2020 mais como alvo do que como piso https://t.co/rO5YpyeP8p;teste
São Paulo revive mesmas enchentes há 91 anos https://t.co/w5XXJ6tUdN;teste
Desemprego não cai em 18 estados e no Distrito Federal https://t.co/gMrSZWrXwb;teste
Erros em série da ala olavista levam Bolsonaro a apostar em militares para fortalecer governo https://t.co/5nYYKvavXP;teste
Saiba o que é o cisne verde, que pode causar a próxima crise financeira mundial https://t.co/gG3Wtn2uRZ;teste
Carro popular evolui para poluir menos e economizar mais https://t.co/u25C4rPLXo;teste
"CPMI das Fake News deve fazer acareação entre Hans River e seus ex-patrões; ex-funcionário da Yacows está sob suspeita de ter prestado falso testemunho (via @monicabergamo)

https://t.co/35u1qIUD6G";teste
Quem fará a voz de Lombardi na volta da Semana do Presidente? https://t.co/D4aPAHV055;teste
"Jairo Malta | Num bar em SP, um homem me deu um tapa e falou: ""Calma, ainda não são as chibatadas""

https://t.co/sFyaU1u3uQ";teste
Mortes: Com a vida em jogo, ostentou a oportunidade de ser feliz https://t.co/8quTs9wnpK;teste
"Astronauta tem reencontro emocionante com cadela após bater recorde no espaço; americana Christina Koch passou 328 dias a bordo da Estação Espacial Internacional; leia mais no blog @bBomPraCachorro

https://t.co/oJHZJzkcYF";teste
Infraestrutura conclui pacote de redução de tributos para atrair aéreas estrangeiras https://t.co/qZ58YEH7g6;teste
Ex-presidente da Vale e mais 15 viram réus por rompimento de Brumadinho https://t.co/RyMkjVKalu;teste
"Casamento da deputada federal Carla Zambelli teve a presença dos ministros Sergio Moro, Abraham Weintraub e Ernesto Araújo, além da atriz Regina Duarte (@monicabergamo)

https://t.co/t9VSUMPsr1";teste
"Ruy Castro | Bolsonaro quer ser Trump. E Trump nem sequer pensa em Bolsonaro a ponto de desprezá-lo

https://t.co/d8qDM75zOt";teste
200 blocos animam pré-Carnaval paulistano no fim de semana https://t.co/X0syOLeyIW;teste
"Hélio Schwartsman | Guedes é bom? Num governo funcional, ele talvez já estivesse no olho da rua

https://t.co/28zXXudVQ7";teste
"Luciana Coelho | Fim de 'The Good Place' consolida série sobre o além como a melhor surpresa. Quem arriscaria que falar de filosofia, ética e religião com um humor que vai de tiradas sarcásticas ao pastelão genuíno daria tão certo? (@lu_coelho)

https://t.co/D5OuYsIsss";teste
Conmebol define que todos os jogos das eliminatórias terão VAR https://t.co/oMfvQFmFuN;teste
BBB 20: Preta Gil se diz fã do programa e opina que reality faz sociedade repensar valores https://t.co/I0kWhKF9OO;teste
"Demétrio Magnoli | Repórter cometeu o pecado capital de expor fábrica da 'guerra da informação'

https://t.co/FUPX8VReZk";teste
Estados dos EUA que acabaram com a liberdade condicional estão voltando atrás https://t.co/37X7tCXunX;teste
"Jairo Malta | Senhor ministro Paulo Guedes, domésticas não vão nem ao Parque da Mônica

https://t.co/sFyaU1u3uQ";teste
"Produzidos, cães demonstram muito amor no Dia de São Valentim; leia mais no blog @bBomPraCachorro

https://t.co/RVgImNiKip";teste
RT @jppitombo: @folha A possível cessão das obras é alvo de preocupação: “A cessão nos causa arrepios. Ela viola não só os termos da doação…;teste
RT @alexsabino: Opinião: Com punição ao City, Uefa tenta mostrar que fair play não é faz de conta https://t.co/BvNsbQ7JS8;teste
"Tati Bernardi | Eu sou racista: esse texto é um jeito de pedir socorro (@tati_bernardi)

https://t.co/chuaDREDOW";teste
"Repórter da Globo leva susto ao ser interrompida ao vivo com gritos de 'fora Bolsonaro'; veja https://t.co/TJ7RTIjitu";teste
"Fernanda Mena | Ao falar de domésticas, Paulo Guedes reabilita a luta de classes no Brasil

https://t.co/HPV9cNqPgO";teste
"Meninos da capa de 'Clube da Esquina' processam Milton, Lô e EMI por imagem; Tonho e Cacau dizem que ficaram 40 anos sem saber que estampavam a capa de um dos discos mais famosos da música brasileira (@folhailustrada)

 https://t.co/iUqY9A3974";teste
"RT @jairomalta: Meu texto de opinião na @folha 

O bonde das empregadas

https://t.co/C3Xt3CuPwi";teste
RT @bh_rodrigues: O Grêmio foi o primeiro campeão da antiga Supercopa do Brasil, que só teve duas edições. O Tricolor, porém, nunca recebeu…;teste
RT @guilherme_seto: Gestão Covas estuda compensações a Silvio Santos por terreno de parque no Bexiga https://t.co/NU16FCykiS;teste
RT @agorasp: Atraso em licitação faz servidor do TJ levar papel higiênico de casa https://t.co/JEu3JZGjJu;teste
Maduro acusa Bolsonaro de arrastar Brasil a conflito armado https://t.co/rdoQZndWPh;teste
Cem blocos tomam as ruas do Rio no fim de semana anterior ao Carnaval https://t.co/9ekktC3gPX;teste
São Paulo e Corinthians duelam no Morumbi por mais tranquilidade https://t.co/zyTFF9EmJY;teste
Mostra de filmes sobre jornalismo, peça com Camila Pitanga e mais dicas https://t.co/tzJnefGAXs;teste
Polícia da Bahia rebate suspeitas, e defesa de miliciano quer perícia em corpo https://t.co/WNs2VZ8Nn3;teste
"Vinicius Torres Freire | Com desvarios do governo, 2020 começa com certo cheiro ruim de 2019; economia frustrou um tanto, desvarios de Bolsonaro afetam mudanças econômicas (@vtorresfreire)

https://t.co/qXJGASrfsv";teste
Programa de aceleração oferece R$ 12 mi para tornar hotelaria mais sustentável https://t.co/8hoSnqDFLa;teste
Folha promove seminário sobre doenças raras https://t.co/PT7TazTHxD;teste
Viracopos tem acordo de recuperação judicial aprovado e pode ser relicitado https://t.co/U4Bq1OjyzC;teste
"Auxiliares de Jair Bolsonaro custaram a acreditar que o ministro fez tal informação; lideranças do Congresso foram procuradas (via @monicabergamo) 

https://t.co/8ndq8DIH68";teste
Tião ajuda Alfredo e é atingido durante a guerra  https://t.co/pNuvxRqUYJ;teste
Gestão Covas estuda compensações a Silvio Santos por terreno de parque no Bexiga https://t.co/xXMovYoGrA;teste
BBB 20: Babu começa a defender Lucas, perde amizade com Pyong e público quer 'cancelá-lo' https://t.co/kmwVSVk4go;teste
Família procura jovem de 16 anos desaparecida na região do Morumbi, em SP https://t.co/IO6wSjIlwK;teste
Saiba o que é o fair play financeiro que baniu City da Champions https://t.co/fJPqr4driQ;teste
Coletivo de jornalistas cobra do Twitter exclusão de postagens ofensivas a repórter da Folha https://t.co/aUgqLYTa7B;teste
"FAAP abre curso gratuito de economia para jornalistas; leia mais no blog Novo em Folha (@folha_treina)

https://t.co/yTAImggvc1";teste
Grêmio reivindica à CBF taça da Supercopa do Brasil de 1990 https://t.co/r7wcFpS7zT;teste
Precisamos de um BBB em Brasília https://t.co/YxrwlYB2Ji;teste
"Regina Duarte se reúne com cúpula da Globo e acerta saída da emissora; detalhes estão sendo fechados antes de atriz assumir a Secretaria Especial da Cultura (via @monicabergamo)

https://t.co/GC3NfPLKf5";teste
Vacina mais barata e eficaz contra pneumonia é testada em humanos https://t.co/KpEdKlJ0zA;teste
Bandidos queimam ônibus, depredam carros e fecham lojas em ataques em Vitória https://t.co/7aswrTNDBw;teste
Apesar de greve, Petrobras convoca petroleiros para demissões no Paraná https://t.co/koUWFbF8Mt;teste
Bolsonaro diz que sua família é atacada o tempo todo e que reeleição 'é natural' https://t.co/az9YgYNF4j;teste
Com moda mais sofisticada, Carnaval vai ser marcado por ombreiras, viseiras, pompom e retrofuturismo https://t.co/iPfwnHSC11;teste
Procuradorias federal e do TCU cobram governo por fila no Bolsa Família https://t.co/AoIUtzC8Hg;teste
"@flamantov ""No meu país mulheres negras ocupam cargos bons""

Renée Ross Londja, 48, da Guiana. Está no Brasil desde 2011. É artesã e faz bonecas negras 

https://t.co/9mDC24Yxzu";teste
Integrantes da Lava Jato viram réus em ação sobre outdoor da força-tarefa https://t.co/oSavE3F1ut;teste
"O jornalista brasileiro Lourenço Veras foi assassinado nesta quarta, dentro de casa, no Paraguai. Conhecido como Léo Veras, ele era dono de site de notícias na região de fronteira com o Brasil e sofria ameaças por seu trabalho cobrindo o narcotráfico

https://t.co/rxx6LuA3IU";teste
".@Folha_espanol El periodista brasileño Lourenço Veras fue asesinado en Paraguay. Conocido como Léo Veras, era dueño de una web de noticias en la región fronteriza de Brasil y constantemente sufría amenazas por sus publicaciones sobre el tráfico de drogas

https://t.co/TE6eQl6KTC";teste
".@Folha_english Brazilian journalist Lourenço Veras was murdered on Wednesday (12), inside his home in Paraguay. Known as Léo Veras, he owned a news site on the Brazilian border region and suffered threats for his work covering drug trafficking.

https://t.co/NSUOYUWkot";teste
Google negocia pagamento por notícias a empresas jornalísticas https://t.co/5iK0JekW8J;teste
Escritores brasileiros revisitam personagens e insurreições negras https://t.co/xjZCjogG84;teste
"Aventura na Cozinha | Aprenda a preparar nhoque de mandioquinha com bife à rolê em molho do próprio cozimento; massa finalizada de forma diferente é par ideal para carne

https://t.co/hxBJ2EvfBH";teste
Repórteres da Veja que apuravam morte de miliciano são detidos pela polícia da Bahia https://t.co/ucSdwsztkr;teste
Em resposta a secretário, Trump afirma ter direito de interferir em casos criminais https://t.co/hgIwVkiRqm;teste
"Mara Gama | Decreto regula logística reversa de eletroeletrônicos; documento obriga país a ter 5.000 pontos de recebimento de usados até 2025 para coletar 17% do total comercializado

https://t.co/Fbycg3mtF2";teste
Manchester City é banido por duas temporadas da Champions League https://t.co/uU7Stj7u4i;teste
"Nelson Barbosa | Classe média é o grupo que está bem hoje, mas que pode cair amanhã (@nelsonhbarbosa)

https://t.co/UJ1LGxQDdV";teste
"#HUMOR | Mamadeira de piroca reúne todos os elementos de uma fake news raiz; leia mais no blog de Renato Terra (@terra30)

https://t.co/w4ItHJKGdj";teste
Rio de Janeiro tem primeira morte por sarampo em 20 anos https://t.co/PXpgcubEZD;teste
MPF apura suposta cobrança de mala de mão por aéreas ultra low cost https://t.co/UD5vX6pmBk;teste
EUA dizem ter chegado a acordo com o Taleban para reduzir violência no Afeganistão https://t.co/H5ZdhpY4Be;teste
RT @premioempsocial: Guru futurista aconselha ricos a não investirem mais no Facebook https://t.co/Sp8DlovCeU;teste
Ricardo Teixeira pede Justiça gratuita para tentar receber R$ 20 mil https://t.co/nGLSejIjIw;teste
RT @Folha_espanol: Un periodista brasileño que cubría narcotráfico es asesinado a tiros en Paraguay https://t.co/0Yu2fRUwgT;teste
RT @daigooliva: A ONU estimou que 800 mil pessoas fugiram dos combates entre forças do governo sírio apoiadas pela Rússia e rebeldes aliado…;teste
RT @DiogoBercito: Após 7 anos, Kuwait deve voltar a importar carne bovina brasileira https://t.co/xwZDLYgbEY;teste
"Astronauta tem reencontro emocionante com cadela após bater recorde no espaço; americana Christina Koch passou 328 dias a bordo da Estação Espacial Internacional; leia mais no blog @bBomPraCachorro

https://t.co/oJHZJz2BA5";teste
Plataforma de aceleração de startups abre inscrições para a edição 2020 https://t.co/ftQp4E2eC4;teste
"Foto com Lula piora imagem de Francisco na direita, que tem saudade de Bento 16; leia mais no blog Saída pela Direita (por @FZanini)

https://t.co/kKPz1B5Lwr";teste
Guru futurista aconselha ricos a não investirem mais no Facebook https://t.co/c2qw7BX2vK;teste
Aprenda a preparar nhoque de mandioquinha com bife à rolê em molho do próprio cozimento https://t.co/hxBJ2EMR0h;teste
"Autorização a cassinos vira assunto de ministro do Turismo com parlamentares; Marcelo Álvaro reuniu-se com bancada do Republicanos para tratar de Embratur (via @FolhaPainel)

https://t.co/u0JNgaxnQL";teste
Jovens da Brasilândia investem em lanches feitos na parrilla e música ao vivo no terraço https://t.co/Rh7cKeTzkK;teste
"Ruy Castro | Bolsonaro quer ser Trump. E Trump nem sequer pensa em Bolsonaro a ponto de desprezá-lo

https://t.co/d8qDM6NYpT";teste
"Claudia Costin | Combater o atraso escolar, tarefa urgente! 23% dos jovens de 15/17 anos ainda estão no fundamental (@ClaudiaCostin)

https://t.co/2ay6W5b9X9";teste
"Tati Bernardi | Eu sou racista: esse texto é um jeito de pedir socorro (@tati_bernardi)

https://t.co/chuaDRWfdw";teste
Doria pedirá R$ 350 mi a governo Bolsonaro para obras contra enchentes em SP https://t.co/u943rkOypD;teste
"Tatiana Prazeres | 'Indústria Americana' faz chineses pensar relação com EUA sob ótica dos americanos; documentário vencedor do Oscar mostra tensões que surgem do convívio em fábrica

https://t.co/i7SLERijJ7";teste
Billie Eilish lança sua canção do novo filme de James Bond https://t.co/JvbDjqbmXH;teste
Gustavo Mioto diz que estar estar na lista de virais do Spotify foi uma novidade e inacreditável https://t.co/fXCMcuuX15;teste
"Você segue o trabalho dos parlamentares após as eleições? Acompanhe pelo aplicativo Poder do Voto (@poderdovotoapp), uma parceria com a #Folha

https://t.co/djHSRdo23K";teste
PF confirma vinda de mais um voo com brasileiros deportados dos EUA https://t.co/EhLrFlKney;teste
Guedes atribui fala sobre domésticas na Disney a tom professoral, dizem empresários https://t.co/GOLaEJBtnM;teste
Governo britânico recomenda padrão de beleza para construção de novas casas https://t.co/wMPRDULDOG;teste
Disputa entre Bento e Francisco antecipa discussão sobre o próximo papa https://t.co/affUGPyXk0;teste
"Luciana Coelho | Fim de 'The Good Place' consolida série sobre o além como a melhor surpresa. Quem arriscaria que falar de filosofia, ética e religião com um humor que vai de tiradas sarcásticas ao pastelão genuíno daria tão certo? (@lu_coelho)

https://t.co/D5OuYsqR3S";teste
RT @collucciclaudia: Anúncios de falsos produtos anticoronavírus se espalham e viram caso de polícia https://t.co/YFhLDtX65W;teste
Governo da Bahia empresta obras de Frans Krajcberg para casa de festas https://t.co/sEEwseIRr5;teste
"BBB 20: Victor Hugo vence prova do anjo; Marcela 'compra' vaga no desafio https://t.co/mFvkmgl7sI";teste
Gasto militar tem maior aumento da década no mundo https://t.co/TSfAuCWv2i;teste
Novo romance de Edyr Augusto tem cassino, milícia e serial killer https://t.co/tZH0ALAfQI;teste
"Hélio Schwartsman | Guedes é bom? Num governo funcional, ele talvez já estivesse no olho da rua

https://t.co/28zXXuvxeH";teste
Facebook vai apoiar tributo digital global, diz site https://t.co/Lt4oB2fTQg;teste
Anúncios de falsos produtos anticoronavírus se espalham e viram caso de polícia https://t.co/bO2L2kAxhr;teste
"De Férias com o Ex Brasil terá 1º participante gay e volta de Matheus Crivela; veja lista completa https://t.co/pz5fJogjU6";teste
"Vinicius Torres Freire | Com desvarios do governo, 2020 começa com certo cheiro ruim de 2019; economia frustrou um tanto, desvarios de Bolsonaro afetam mudanças econômicas (@vtorresfreire)

https://t.co/qXJGASIQR5";teste
RT @talitafernandes: Bolsonaro escolheu hoje o almirante Flavio Rocha para chefiar a SAE. Transferiu ainda o órgão da Secretaria-Geral para…;teste
RT @scolese: Bolsonaro nomeia almirante, enfraquece ala ideológica e reforça núcleo militar no Planalto @talitafernandes @folha_poder https…;teste
Bolsonaro nomeia almirante, enfraquece ala ideológica e reforça núcleo militar no Planalto https://t.co/DnhRcP9dFL;teste
Coronavírus causa perdas de mais de US$ 4 bi para empresas aéreas https://t.co/63FFR20krq;teste
"RT @victoriazevedo3: Regina Duarte acerta distrato com a Globo; segundo a assessoria de imprensa da atriz, faltam apenas detalhes que estão…";teste
"Doria passará parte do Carnaval no Rio e almoçará com Witzel; os dois são pré-candidatos à Presidência e adversários de Jair Bolsonaro (via @monicabergamo)

https://t.co/RyDLUfAVhI";teste
"Reinaldo Azevedo | Empregadas, uni-vos na borrachada da luta sem classe; Aparecida, minha mãe, não foi à Disney (@reinaldoazevedo)

https://t.co/aqAxg5DlDd";teste
Banksy pode ser autor de grafite de Dia dos Namorados na Inglaterra https://t.co/S69wbxUQzm;teste
Atividade econômica perde força e cresce 0,89% em 2019, diz BC https://t.co/WV1TjIIWp2;teste
"Justiça determina que governo de SP forneça banho quente a todos os detentos; apenas doentes, idosos e setores de amamentação contam hoje com água aquecida (via @monicabergamo)

https://t.co/TfWgXhlMnf";teste
Liberado de pena por doping, nadador brasileiro buscará vaga olímpica https://t.co/cWTrQAOG3F;teste
Cavalo da PM morre eletrocutado ao pisar em bueiro na praça da República https://t.co/zDxsSA7orM;teste
Presidente da Petrobras diz que produção está intacta mesmo com greve https://t.co/q1gkt26vEH;teste
RT @agorasp: Mega-Sena sorteia R$ 120 milhões neste sábado (15) https://t.co/I409DMSu4M;teste
"Bruno Boghossian | No plano de Guedes, pobres só aparecem como detalhes inconvenientes; insulto a empregadas domésticas reflete visão impiedosa da população de baixa renda (@brunoboghossian)

https://t.co/ryewdchxWH";teste
Governo Doria cria comissão para analisar escolha de livros para presidiários de SP https://t.co/K1y3J82mCJ;teste
"Segundo Veja, imagens mostram ainda queimadura e ferimento na cabeça de Adriano da Nóbrega, que teve parentes nomeados pelo filho de Jair Bolsonaro (via @poder)

https://t.co/99DL32vk3X";teste
Informalidade atinge recorde em 19 estados e no DF, diz IBGE https://t.co/Bxy4IyIGzm;teste
"Nelson Barbosa | Classe média é o grupo que está bem hoje, mas que pode cair amanhã (@nelsonhbarbosa)

https://t.co/UJ1LGy8e5t";teste
"LEI DE GUEDES: AÇÃO, REAÇÃO E RECUO
https://t.co/DTMN4Lsyot";teste
"#HUMOR | Mamadeira de piroca reúne todos os elementos de uma fake news raiz; leia mais no blog de Renato Terra (@terra30)

https://t.co/w4ItHJt5lL";teste
RT @scolese: Palácio do Planalto militarizado sob Bolsonaro incomoda Legislativo @gustavouribe @talitafernandes @juliachaib @folha_poder ht…;teste
"Renata Mendonça | Acusar uma repórter de 'seduzir' fonte infelizmente é prática comum; mulheres também sabem fazer jornalismo, na política, no esporte ou em qualquer área

https://t.co/uQ2eVyYcQ4";teste
RT @gustavouribe: sem nomes com experiência congressual na sede do governo, deputados e senadores pretendem fazer romaria a partir de agora…;teste
Campanha multimilionária de Bloomberg mobiliza até funcionários de seu império https://t.co/grqwIncuUH;teste
"Na Fiesp, Guedes silencia sobre Disney e cita tributo do pecado diante da Nestlé; ministro mencionou preocupação com saúde de brasileiros ao defender imposto (via @JoanaCunhaO)

https://t.co/eNXCICBjp7";teste
"RT @Emmendoerfer: Baita entrevista do @caiocarrieri na @folha com o goleiro Alisson. Ele fala sobre o ""instituto tubarão"" do Liverpool e co…";teste
O QUE A FOLHA PENSA | Fiador do governo Jair Bolsonaro na área econômica, o ministro Paulo Guedes mina sua credibilidade com frequência quando vem a público expor o que pensa sobre os problemas brasileiros. Leia editorial completo https://t.co/nE0e9Hr3kl https://t.co/6HNq34teXJ;teste
Homens jovens abraçam a igualdade de gênero, mas ainda não querem passar o aspirador de pó https://t.co/JQASOu5UOJ;teste
Em ação inédita, Promotoria de SP busca indenização para órfãos da violência https://t.co/sYLDIFbmDM;teste
"Wajngarten propõe à Comissão de Ética da Presidência transferir empresa para a mulher; para ex-presidente da comissão, proposta não livra chefe da Secom de recomendação de afastamento (@folha_poder)

 https://t.co/hFaNEuKDD7";teste
RT @LeandroColon: Por @danybrant Machismo está entranhado na política, diz relatora de CPMI após ataques a jornalista https://t.co/kqGRuUvL…;teste
"O presidente Jair Bolsonaro (sem partido) aproveitou sua transmissão ao vivo nas redes sociais para defender o ministro Sergio Moro (Justiça) de críticas de que ele estaria protegendo milícias (via @folha_poder) 
https://t.co/CeOsaVxwuW";teste
RT @LeandroColon: Por @juliachaib e @gustavouribe Articulação falha e verborragia de Guedes ameaçam agenda econômica https://t.co/plfORDRKwN;teste
RT @agorasp: Com réplica da Banheira do Gugu, camarote homenageia apresentador https://t.co/86cmqB4cud;teste
RT @agorasp: Câmara de SP aprova projeto para creches noturnas https://t.co/fsjyeLKgEZ;teste
"No encontro, os dois conversaram sobre lawfare -- termo criado para indicar uma disputa política travada por meio do Judiciário (via @monicabergamo) 

https://t.co/83KMLWAqpd";teste
"Não é a primeira vez que Wolfenson passa por uma situação do tipo: em maio de 2005, perdeu grande parte do seu acervo após uma enchente. Dessa vez, porém, não precisou escapar de barco do lugar. 

Depoimento a @JuliaZaremba em @folha_cotidiano 
https://t.co/lcM9sD5h4P";teste
RT @agorasp: Casal gay tem direito a benefícios fornecidos por empresa, diz Tribunal https://t.co/27p1I9D8jd;teste
RT @FolhaPainel: Autorização a cassinos vira assunto de ministro do Turismo com parlamentares https://t.co/DxzHb4y69H;teste
RT @nelsonhbarbosa: Coluna de hoje na Folha, sobre medos da classe média, que para alguns inclui compartilhar espaços e direitos com os mai…;teste
RT @turollojr: Em novo capítulo de crise, Aras avalia pedir auditoria do TCU em escola do Ministério Público após identificar 'aparentes de…;teste
RT @agorasp: Mundo Olímpico: O dilema Tostines explica a diferença entre os esportes olímpicos e o futebol https://t.co/OvThxcnIBC;teste
Ana Maria Braga volta ao Mais Você e diz que seu tumor já reduziu 50%: 'A missão é a cura' https://t.co/r1otYG7oB4;teste
RT @JoanaCunhaO: Painel S.A.: Grupo de empresários diz que não vai a ato contra Congresso https://t.co/wadU7lfHXa;teste
RT @scolese: Conselho tem 17 queixas contra Deltan, e a mais avançada está com indicado por deputados @turollojr @folha_poder https://t.co/…;teste
Coronavírus deve puxar economia global para nível mais baixo desde 2009, diz OCDE https://t.co/rnZ8sHt9db;teste
Falha em pneus suspende circulação de trens no monotrilho de SP nesta segunda (2) https://t.co/dZePx8CT1a;teste
Hypera compra licença de remédios que inclui Dramin e Neosaldina por US$ 825 mi https://t.co/o5ib6Gk4n6;teste
BBB 20: Bianca acusa Pyong de assédio, pede sua saída e diz que pode buscá-lo na porta da Globo https://t.co/NLxqkc0dcu;teste
"Sobe para 13 o número de mortos em naufrágio no AP (via @folha_cotidiano)

https://t.co/jVhkJ3AKe1";teste
Taleban diz que só dialoga com governo afegão se prisioneiros forem soltos https://t.co/hGTNW7cZlR;teste
Silvio Berlusconi tem novas cores e uma nova causa no futebol https://t.co/1ctWhgznp7;teste
Escritor foge dos cartões-postais e vê Tailândia a partir de transexuais em livro https://t.co/yCka4akvj7;teste
"Madonna cancela mais um show da turnê 'Madame X' por lesão no joelho
https://t.co/QzG7roUT9h";teste
"CAFÉ DA MANHÃ 🔊 | Repórter relata viagem por BR-163, que leva soja de Mato Grosso a Pará; ouça: https://t.co/vFA9MFwyvk 
#folha #fsp #folhadespaulo #podcast https://t.co/qhsH9Kr24z";teste
"O modelo tem sido chamado pelos críticos de ""parlamentarismo branco"" (via @folha_poder)

 https://t.co/rmzg6LjVv4";teste
"Painel | Escola de Elite de SP contraria ministério da Saúde e coloca alunos em quarentena por coronavírus (via @FolhaPainel)
https://t.co/CEau9bOfYm";teste
Guarda de segurança demitido mantém reféns em shopping nas Filipinas https://t.co/1cm74cjpR5;teste
O QUE A FOLHA PENSA | Hesitação perigosa: Bolsonaro semeia insegurança ao indicar simpatias por pleitos de PMs amotinados. https://t.co/XU9ScMQzIN https://t.co/zhVCtrK9Q1;teste
"Novos parques de São Paulo são opções de refúgio
https://t.co/Dyrf8szBCE";teste
"Repórter relata viagem por BR-163, que leva soja de Mato Grosso a Pará; ouça https://t.co/RqZe3OQZPx";teste
Bom dia, esta é a capa da #folha desta segunda-feira (2). Acesse https://t.co/OUrEFevL3e para ler mais. #folhadespaulo #fsp https://t.co/Jf1aQKPPgZ;teste
"Grupo de pesquisa italiano diz ter achado mutação que gerou epidemia de coronavírus
https://t.co/QOHigB1Uga";teste
O que os pais levam em consideração ao escolher um nome pro filho? https://t.co/vNrlmA0xjT;teste
"Radialista, foi a voz da amizade por quase 60 anos; Marne Barcelos passou por emissoras de rádio do Sul, São Paulo e Rio de Janeiro
https://t.co/Ws7h9nL9yQ";teste
"Em posse de presidente uruguaio, Bolsonaro é aplaudido e vaiado em frente ao Congresso

https://t.co/balpqeODbs";teste
"Moradores gregos queimam centro de acolhida para impedir que refugiados o utilizem
https://t.co/6TCQDYq7XI";teste
"Vice-presidente dos EUA diz que, apesar de coronavírus, mercado de ações 'voltará'
https://t.co/iKXbtVO83e";teste
Evento gratuito em São Paulo discute economia criativa https://t.co/TFb3teNTEm;teste
Por solução para enchentes, Ilha do Sapo pode ser desapropriada https://t.co/WXSsvx6jz6;teste
"BBB 20: Guilherme, Gizelly e Pyong estão no sexto paredão do reality; vote na enquete https://t.co/hyXAxR8PKE";teste
Passagem secreta do século 17 é descoberta no Parlamento britânico https://t.co/1hmt85Bmcq;teste
"Nova novela de João Emanuel Carneiro vai na contramão de ""Amor de Mãe"" https://t.co/IJO8Zb8ody";teste
Fragilidade de Dilma, Temer e Bolsonaro leva Congresso a papel de protagonismo https://t.co/uZaZ0bSwvG;teste
Hesitação perigosa https://t.co/nMVKAfWbug;teste
Impasse israelense https://t.co/zbopEYtRn6;teste
Bolsonaro congela acordo e espera apoio para manter vetos ao Orçamento impositivo https://t.co/2Qm3bZ9j3K;teste
Prioridade do governo, pós com nota alta em cidade pobre não existe https://t.co/dvDn0d48HX;teste
Novo negócio faz você ajudar causas sociais sem gastar nem um centavo https://t.co/btGXYspW2H;teste
Paramount Channel estreia sua primeira série brasileira https://t.co/X0GUoEd9lk;teste
Conselho tem 17 queixas contra Deltan, e a mais avançada está com indicado por deputados https://t.co/BU4rL4IkWw;teste
Declaração de imposto de renda começa nesta segunda https://t.co/QyekEXbsho;teste
Apoio nas ruas definirá futuro do atrito de Bolsonaro com Congresso, diz cientista política https://t.co/CHsazt4a0T;teste
"Quem investe na Bolsa precisa declarar no IRPF; Veja o passo a passo https://t.co/K5SaZvLC8K";teste
Para médico de Milão, vírus circula na Itália desde janeiro https://t.co/WYgxC3MJv3;teste
Antecipar a restituição só vale a pena para dívidas caras, dizem especialistas https://t.co/8AZBwHOw9p;teste
Desistência de Buttigieg e vitória de Biden colocam Sanders sob pressão na Super Terça https://t.co/soafqrsuDn;teste
Divorciados, Reino Unido e União Europeia discutem a relação em clima quente https://t.co/HugN5K1Jlw;teste
Segundo paciente de coronavírus no Brasil é funcionário da XP https://t.co/PuNfY7rgEO;teste
"Novo romance de Santiago Nazarian mescla genocídio armênio e Brasil
https://t.co/NzU6f427UP";teste
"Israel vota pela 3ª vez em menos de 1 ano com chance de realizar 4º pleito
https://t.co/7RaC9sTjTK";teste
"Como em 'Amor de Mãe', mulheres falam sobre a dificuldade para engravidar após os 35 anos
https://t.co/2E4cCMUp5k";teste
"Alvo de tentativa de censura, 'Macunaíma' é aula de moral e civismo
https://t.co/djNz8giIqU";teste
"Confira 15 dúvidas sobre a concessão da aposentadoria
https://t.co/Mdg9kNNut3";teste
Policiais aceitam proposta e decidem encerrar motim no Ceará https://t.co/BIR8yyizld;teste
